zone,pkg,tier,pipes,chambers,len_m,median_pipe_m,props_direct,internal_junctions,head_chambers,outlets,simple_path,hull_ha,long_side_m,short_side_m,elongation,props_at_outlet,len_at_outlet_m,pipes_at_outlet,ds_zone,ds_tier,mh_lo,mh_hi,mh_span,has_levels,dia_max,mh_contiguous,chain_to_main
5A-5-115,5A-5,lateral,3,3,114.6,37.9,0,0,1,1,1,0.004,114.5,0.8,,0,114.6,3,5A-5-114,lateral,1778.0,1780.0,3.0,1,160.0,1,2
5A-5-116,5A-5,lateral,1,1,21.3,21.3,1,0,1,1,1,0.0,,,,1,21.3,1,5A-5-118,lateral,1771.0,1771.0,1.0,1,160.0,1,2
5A-5-118,5A-5,lateral,11,11,337.2,30.0,12,0,1,1,1,1.415,239.6,117.5,2.04,23,544.3,18,5A-5-TM,trunk_main,1760.0,1777.0,18.0,1,160.0,0,1
5A-5-119,5A-5,lateral,6,6,185.8,30.4,10,0,1,1,1,0.0,185.8,0.0,,10,185.8,6,5A-5-118,lateral,1763.0,1768.0,6.0,1,160.0,1,2
5A-5-12,5A-5,lateral,6,6,168.7,25.4,6,0,1,1,1,0.356,118.0,59.9,1.97,6,168.7,6,5A-5-13,lateral,1484.0,1489.0,6.0,1,160.0,1,2
5A-5-125,5A-5,lateral,22,22,628.4,29.1,29,0,1,1,1,2.774,404.8,95.3,4.25,31,683.2,24,5A-5-SM.2,sub_main,2153.0,2204.0,52.0,1,160.0,0,1
5A-5-126,5A-5,lateral,1,1,27.2,27.2,0,0,1,1,1,0.0,,,,0,27.2,1,5A-5-127,lateral,2386.0,2386.0,1.0,1,160.0,1,3
5A-5-127,5A-5,lateral,6,6,119.6,18.7,2,0,1,1,1,0.042,117.7,7.1,16.63,2,146.8,7,5A-5-128,lateral,2137.0,2142.0,6.0,1,160.0,1,2
5A-5-128,5A-5,lateral,7,7,253.6,35.7,16,0,1,1,1,0.21,249.9,11.0,22.69,18,400.3,14,5A-5-SM.2,sub_main,2146.0,2152.0,7.0,1,160.0,1,1
5A-5-129,5A-5,lateral,2,2,54.9,27.4,2,0,1,1,1,0.001,54.9,0.3,,2,54.9,2,5A-5-125,lateral,2188.0,2189.0,2.0,1,160.0,1,2
5A-5-13,5A-5,lateral,16,16,440.0,27.1,32,0,1,1,1,1.963,339.1,90.8,3.73,44,884.8,30,5A-5-SM.1,sub_main,1407.0,2363.0,957.0,1,160.0,0,1
5A-5-130,5A-5,lateral,4,4,113.1,27.7,0,0,1,1,1,0.0,113.1,0.0,,0,113.1,4,5A-5-131,lateral,2183.0,2187.0,5.0,1,160.0,0,2
5A-5-131,5A-5,lateral,14,14,433.6,27.8,17,0,1,1,1,1.54,356.1,86.0,4.14,17,546.7,18,5A-5-SM.3,sub_main,2168.0,2386.0,219.0,1,160.0,0,1
5A-5-132,5A-5,lateral,6,6,197.7,32.6,7,0,1,1,1,0.011,197.6,1.0,191.03,47,890.0,30,5A-5-SM.2,sub_main,2272.0,2277.0,6.0,1,160.0,1,1
5A-5-133,5A-5,lateral,11,11,326.5,28.7,16,0,1,1,1,0.285,310.7,17.4,17.9,16,345.8,12,5A-5-132,lateral,2261.0,2271.0,11.0,1,160.0,1,2
5A-5-134,5A-5,lateral,1,1,19.3,19.3,0,0,1,1,1,0.0,,,,0,19.3,1,5A-5-133,lateral,2260.0,2260.0,1.0,1,160.0,1,3
5A-5-135,5A-5,lateral,11,11,327.7,29.9,23,0,1,1,1,0.275,310.7,17.7,17.52,24,346.5,12,5A-5-132,lateral,2279.0,2290.0,12.0,1,160.0,0,2
5A-5-136,5A-5,lateral,1,1,18.9,18.9,1,0,1,1,1,0.0,,,,1,18.9,1,5A-5-135,lateral,2291.0,2291.0,1.0,1,160.0,1,3
5A-5-137,5A-5,lateral,1,1,34.1,34.1,0,0,1,1,1,0.0,,,,0,34.1,1,5A-5-138,lateral,2296.0,2296.0,1.0,1,160.0,1,2
5A-5-138,5A-5,lateral,17,17,499.5,29.1,9,0,1,1,1,2.435,326.9,99.5,3.28,47,1414.2,49,5A-5-SM.2,sub_main,1862.0,2381.0,520.0,1,160.0,0,1
5A-5-139,5A-5,lateral,6,6,160.7,25.4,12,0,1,1,1,0.231,129.9,35.5,3.66,13,198.0,7,5A-5-138,lateral,1887.0,1892.0,6.0,1,160.0,1,2
5A-5-14,5A-5,lateral,3,3,116.1,40.0,5,0,1,1,1,0.001,116.1,0.2,,5,116.1,3,5A-5-15,lateral,1336.0,1339.0,4.0,1,160.0,0,3
5A-5-140,5A-5,lateral,1,1,37.3,37.3,1,0,1,1,1,0.0,,,,1,37.3,1,5A-5-139,lateral,1893.0,1893.0,1.0,1,160.0,1,3
5A-5-141,5A-5,lateral,8,8,225.6,26.5,5,0,1,1,1,0.482,168.2,36.2,4.65,17,513.0,19,5A-5-138,lateral,1861.0,1878.0,18.0,1,160.0,0,2
5A-5-142,5A-5,lateral,1,1,23.6,23.6,1,0,1,1,1,0.0,,,,1,23.6,1,5A-5-141,lateral,1876.0,1876.0,1.0,1,160.0,1,3
5A-5-143,5A-5,lateral,1,1,25.1,25.1,2,0,1,1,1,0.0,,,,2,25.1,1,5A-5-141,lateral,1871.0,1871.0,1.0,1,160.0,1,3
5A-5-144,5A-5,lateral,7,7,183.1,24.9,6,0,1,1,1,0.403,109.7,47.2,2.33,9,238.7,9,5A-5-141,lateral,1852.0,1860.0,9.0,1,160.0,0,3
5A-5-145,5A-5,lateral,1,1,24.7,24.7,1,0,1,1,1,0.0,,,,1,24.7,1,5A-5-144,lateral,1851.0,1851.0,1.0,1,160.0,1,4
5A-5-146,5A-5,lateral,1,1,30.9,30.9,2,0,1,1,1,0.0,,,,2,30.9,1,5A-5-144,lateral,1858.0,1858.0,1.0,1,160.0,1,4
5A-5-147,5A-5,lateral,1,1,35.5,35.5,3,0,1,1,1,0.0,,,,3,35.5,1,5A-5-148,lateral,1884.0,1884.0,1.0,1,160.0,1,3
5A-5-148,5A-5,lateral,4,4,134.1,34.3,5,0,1,1,1,0.157,104.2,29.9,3.48,8,169.6,5,5A-5-138,lateral,1880.0,1883.0,4.0,1,160.0,1,2
5A-5-149,5A-5,lateral,1,1,19.7,19.7,0,0,1,1,1,0.0,,,,0,19.7,1,5A-5-150,lateral,1813.0,1813.0,1.0,1,160.0,1,2
5A-5-15,5A-5,lateral,17,17,471.2,29.9,17,0,1,1,1,1.676,261.1,94.8,2.75,29,773.6,27,5A-5-22,lateral,1329.0,1357.0,29.0,1,160.0,0,2
5A-5-150,5A-5,lateral,11,11,319.7,30.5,11,0,1,1,1,1.226,173.2,125.5,1.38,24,527.5,19,5A-5-SM.3,sub_main,1802.0,1815.0,14.0,1,160.0,0,1
5A-5-151,5A-5,lateral,1,1,18.5,18.5,1,0,1,1,1,0.0,,,,1,18.5,1,5A-5-150,lateral,1809.0,1809.0,1.0,1,160.0,1,2
5A-5-152,5A-5,lateral,5,5,148.0,30.9,12,0,1,1,1,0.14,125.7,22.3,5.64,12,169.5,6,5A-5-150,lateral,1720.0,1819.0,100.0,1,160.0,0,2
5A-5-153,5A-5,lateral,1,1,21.6,21.6,0,0,1,1,1,0.0,,,,0,21.6,1,5A-5-152,lateral,1816.0,1816.0,1.0,1,160.0,1,3
5A-5-154,5A-5,lateral,22,22,674.7,30.2,28,0,1,1,1,4.51,414.6,158.8,2.61,48,1398.3,46,5A-5-SM.3,sub_main,2221.0,2383.0,163.0,1,160.0,0,1
5A-5-155,5A-5,lateral,1,1,30.0,30.0,0,0,1,1,1,0.0,,,,0,49.2,2,5A-5-154,lateral,2249.0,2249.0,1.0,1,160.0,1,2
5A-5-156,5A-5,lateral,7,7,202.5,27.8,12,0,2,2,0,0.425,189.4,44.3,4.28,15,214.6,7,5A-5-154,lateral,2241.0,2248.0,8.0,1,160.0,0,2
5A-5-157,5A-5,lateral,1,1,31.3,31.3,3,0,1,1,1,0.0,,,,3,31.3,1,5A-5-156,lateral,2246.0,2246.0,1.0,1,160.0,1,3
5A-5-158,5A-5,lateral,9,9,240.8,26.0,1,0,1,1,1,0.366,208.6,33.9,6.15,4,434.5,14,5A-5-154,lateral,2227.0,2385.0,159.0,1,160.0,0,2
5A-5-159,5A-5,lateral,5,5,193.7,38.6,3,0,1,1,1,0.001,193.7,0.1,,3,193.7,5,5A-5-158,lateral,2234.0,2238.0,5.0,1,160.0,1,3
5A-5-16,5A-5,lateral,6,6,162.8,25.4,6,0,1,1,1,0.263,126.8,41.0,3.09,6,162.8,6,5A-5-15,lateral,1340.0,1347.0,8.0,1,160.0,0,3
5A-5-160,5A-5,lateral,1,1,25.3,25.3,1,0,1,1,1,0.0,,,,1,25.3,1,5A-5-154,lateral,2333.0,2333.0,1.0,1,160.0,1,2
5A-5-161,5A-5,lateral,14,14,410.6,28.0,11,0,1,1,1,1.888,299.0,94.2,3.17,28,806.7,26,5A-5-SM.3,sub_main,2297.0,2382.0,86.0,1,160.0,0,1
5A-5-162,5A-5,lateral,5,5,164.0,33.0,7,0,1,1,1,0.314,119.7,52.3,2.29,7,200.6,6,5A-5-161,lateral,2299.0,2304.0,6.0,1,160.0,0,2
5A-5-163,5A-5,lateral,1,1,36.6,36.6,0,0,1,1,1,0.0,,,,0,36.6,1,5A-5-162,lateral,2302.0,2302.0,1.0,1,160.0,1,3
5A-5-164,5A-5,lateral,4,4,133.8,34.4,4,0,1,1,1,0.163,107.3,29.9,3.59,9,165.1,5,5A-5-161,lateral,2315.0,2319.0,5.0,1,160.0,0,2
5A-5-165,5A-5,lateral,1,1,31.3,31.3,5,0,1,1,1,0.0,,,,5,31.3,1,5A-5-164,lateral,2317.0,2317.0,1.0,1,160.0,1,3
5A-5-166,5A-5,lateral,2,2,58.4,29.2,0,0,1,1,1,0.0,58.4,0.0,,0,58.4,2,5A-5-168,lateral,1849.0,1850.0,2.0,1,160.0,1,2
5A-5-167,5A-5,lateral,1,1,30.5,30.5,1,0,1,1,1,0.0,,,,1,30.5,1,5A-5-161,lateral,2311.0,2311.0,1.0,1,160.0,1,2
5A-5-168,5A-5,lateral,9,9,318.8,36.1,34,0,1,1,1,0.544,263.1,29.5,8.9,34,377.1,11,5A-5-SM.3,sub_main,1840.0,1848.0,9.0,1,160.0,1,1
5A-5-169,5A-5,lateral,18,18,590.3,33.9,0,0,1,1,1,2.47,471.6,83.9,5.62,0,658.6,20,5A-5-SM.4,sub_main,1048.0,1067.0,20.0,1,160.0,0,1
5A-5-17,5A-5,lateral,1,1,23.4,23.4,1,0,1,1,1,0.0,,,,1,23.4,1,5A-5-15,lateral,1328.0,1328.0,1.0,1,160.0,1,3
5A-5-170,5A-5,lateral,2,2,68.3,34.2,0,0,1,1,1,0.0,68.3,0.0,,0,68.3,2,5A-5-169,lateral,1055.0,1056.0,2.0,1,160.0,1,2
5A-5-171,5A-5,lateral,9,9,257.7,27.9,0,0,1,1,1,0.594,163.7,62.1,2.64,0,287.2,10,5A-5-178,lateral,1109.0,2369.0,1261.0,1,160.0,0,2
5A-5-172,5A-5,lateral,1,1,29.5,29.5,0,0,1,1,1,0.0,,,,0,29.5,1,5A-5-171,lateral,1114.0,1114.0,1.0,1,160.0,1,3
5A-5-175,5A-5,lateral,2,2,53.3,26.6,0,0,1,1,1,0.001,53.3,0.2,,0,53.3,2,5A-5-178,lateral,1099.0,1100.0,2.0,1,160.0,1,2
5A-5-176,5A-5,lateral,4,4,131.9,32.9,0,0,1,1,1,0.001,131.9,0.1,,0,131.9,4,5A-5-177,lateral,1089.0,1092.0,4.0,1,160.0,1,3
5A-5-177,5A-5,lateral,3,3,72.3,22.0,0,0,1,1,1,0.001,72.3,0.4,,0,204.2,7,5A-5-178,lateral,1087.0,2391.0,1305.0,1,160.0,0,2
5A-5-178,5A-5,lateral,27,27,813.0,29.3,0,0,1,1,1,5.936,647.9,178.5,3.63,0,2466.6,82,5A-5-SM.4,sub_main,1069.0,2390.0,1322.0,1,160.0,0,1
5A-5-179,5A-5,lateral,3,3,88.4,30.0,0,0,1,1,1,0.002,88.4,0.4,,0,88.4,3,5A-5-180,lateral,1118.0,1120.0,3.0,1,160.0,1,3
5A-5-18,5A-5,lateral,3,3,94.5,30.0,5,0,1,1,1,0.0,94.5,0.0,,5,94.5,3,5A-5-22,lateral,1397.0,1399.0,3.0,1,160.0,1,2
5A-5-180,5A-5,lateral,18,18,591.8,33.8,0,0,1,1,1,3.743,370.8,160.8,2.31,0,680.3,21,5A-5-178,lateral,1121.0,1150.0,30.0,1,160.0,0,2
5A-5-181,5A-5,lateral,11,11,320.4,31.7,0,0,1,1,1,1.123,248.6,86.4,2.88,0,428.7,15,5A-5-178,lateral,1135.0,1153.0,19.0,1,160.0,0,2
5A-5-182,5A-5,lateral,4,4,108.4,26.6,0,0,1,1,1,0.001,108.4,0.1,,0,108.4,4,5A-5-181,lateral,1131.0,1134.0,4.0,1,160.0,1,3
5A-5-19,5A-5,lateral,4,4,132.3,33.2,2,0,1,1,1,0.168,104.7,31.5,3.33,2,132.3,4,5A-5-22,lateral,1400.0,1406.0,7.0,1,160.0,0,2
5A-5-20,5A-5,lateral,3,3,93.0,30.7,22,0,1,1,1,0.011,92.9,1.9,49.12,22,93.0,3,5A-5-22,lateral,1402.0,1404.0,3.0,1,160.0,1,2
5A-5-21,5A-5,lateral,5,5,129.5,28.1,4,0,1,1,1,0.189,108.4,34.8,3.11,4,129.5,5,5A-5-22,lateral,1377.0,1381.0,5.0,1,160.0,1,2
5A-5-22,5A-5,lateral,21,21,589.3,27.1,9,0,1,1,1,4.313,438.9,137.4,3.19,105,2318.3,81,5A-5-SM.1,sub_main,1358.0,1742.0,385.0,1,160.0,0,1
5A-5-23,5A-5,lateral,1,1,25.0,25.0,1,0,1,1,1,0.0,,,,1,25.0,1,5A-5-22,lateral,1557.0,1557.0,1.0,1,160.0,1,2
5A-5-24,5A-5,lateral,5,5,126.7,24.0,30,0,1,1,1,0.191,94.5,40.2,2.35,30,126.7,5,5A-5-22,lateral,1553.0,1558.0,6.0,1,160.0,0,2
5A-5-25,5A-5,lateral,5,5,125.8,23.8,2,0,1,1,1,0.217,81.0,42.4,1.91,2,125.8,5,5A-5-22,lateral,1359.0,1365.0,7.0,1,160.0,0,2
5A-5-26,5A-5,lateral,7,7,228.6,34.8,1,0,1,1,1,0.527,162.3,54.7,2.97,1,228.6,7,5A-5-22,lateral,1742.0,1748.0,7.0,1,160.0,1,2
5A-5-27,5A-5,lateral,11,11,329.3,31.3,1,0,1,1,1,1.192,246.7,96.5,2.56,8,558.5,18,5A-5-SM.1,sub_main,1288.0,1298.0,11.0,1,160.0,1,1
5A-5-28,5A-5,lateral,7,7,229.3,31.5,7,0,1,1,1,0.005,229.2,0.3,,7,229.3,7,5A-5-27,lateral,1281.0,1287.0,7.0,1,160.0,1,2
5A-5-29,5A-5,lateral,12,12,358.9,30.3,1,0,1,1,1,1.227,282.5,86.7,3.26,5,559.9,18,5A-5-SM.1,sub_main,1299.0,2362.0,1064.0,1,160.0,0,1
5A-5-30,5A-5,lateral,4,4,142.3,37.1,4,0,1,1,1,0.004,142.3,0.3,,4,142.3,4,5A-5-29,lateral,1311.0,1314.0,4.0,1,160.0,1,2
5A-5-31,5A-5,lateral,2,2,58.7,29.3,0,0,1,1,1,0.0,58.7,0.0,,0,58.7,2,5A-5-29,lateral,1315.0,1316.0,2.0,1,160.0,1,2
5A-5-32,5A-5,lateral,13,13,342.6,27.5,11,0,1,1,1,1.178,254.1,69.7,3.64,12,405.3,15,5A-5-SM.1,sub_main,1214.0,2360.0,1147.0,1,160.0,0,1
5A-5-33,5A-5,lateral,1,1,39.4,39.4,0,0,1,1,1,0.0,,,,0,39.4,1,5A-5-32,lateral,1216.0,1216.0,1.0,1,160.0,1,2
5A-5-34,5A-5,lateral,1,1,23.2,23.2,1,0,1,1,1,0.0,,,,1,23.2,1,5A-5-32,lateral,1226.0,1226.0,1.0,1,160.0,1,2
5A-5-35,5A-5,lateral,15,15,410.4,26.5,3,0,1,1,1,1.279,328.4,62.9,5.22,16,1105.6,40,5A-5-SM.1,sub_main,1179.0,1229.0,51.0,1,160.0,0,1
5A-5-36,5A-5,lateral,9,9,260.9,29.3,5,0,1,1,1,0.001,260.9,0.1,,5,260.9,9,5A-5-35,lateral,1189.0,1197.0,9.0,1,160.0,1,2
5A-5-37,5A-5,lateral,1,1,12.1,12.1,0,0,1,1,1,0.0,,,,0,12.1,1,5A-5-35,lateral,1230.0,1230.0,1.0,1,160.0,1,2
5A-5-38,5A-5,lateral,6,6,158.1,26.2,2,0,1,1,1,0.256,140.2,36.6,3.83,2,158.1,6,5A-5-35,lateral,1173.0,1178.0,6.0,1,160.0,1,2
5A-5-39,5A-5,lateral,8,8,248.7,33.0,2,0,1,1,1,0.533,223.9,42.1,5.32,6,264.0,9,5A-5-35,lateral,1231.0,1238.0,8.0,1,160.0,1,2
5A-5-40,5A-5,lateral,1,1,15.3,15.3,4,0,1,1,1,0.0,,,,4,15.3,1,5A-5-39,lateral,1239.0,1239.0,1.0,1,160.0,1,3
5A-5-41,5A-5,lateral,15,15,443.3,30.8,15,0,1,1,1,1.672,224.6,123.0,1.83,20,557.9,18,5A-5-46,lateral,1996.0,2014.0,19.0,1,160.0,0,2
5A-5-42,5A-5,lateral,3,3,114.6,38.7,5,0,1,1,1,0.0,114.6,0.1,,5,114.6,3,5A-5-41,lateral,1999.0,2001.0,3.0,1,160.0,1,3
5A-5-43,5A-5,lateral,4,4,115.7,29.0,8,0,1,1,1,0.165,81.9,40.2,2.04,8,115.7,4,5A-5-46,lateral,1991.0,1994.0,4.0,1,160.0,1,2
5A-5-44,5A-5,lateral,1,1,16.7,16.7,1,0,1,1,1,0.0,,,,1,16.7,1,5A-5-45,lateral,2021.0,2021.0,1.0,1,160.0,1,3
5A-5-45,5A-5,lateral,10,10,260.0,26.1,20,0,1,1,1,0.64,197.9,62.3,3.18,21,276.7,11,5A-5-46,lateral,2019.0,2030.0,12.0,1,160.0,0,2
5A-5-46,5A-5,lateral,8,8,258.3,34.1,9,0,1,1,1,0.563,207.3,43.2,4.8,58,1208.6,41,5A-5-SM.2,sub_main,1995.0,2032.0,38.0,1,160.0,0,1
5A-5-47,5A-5,lateral,13,13,367.6,26.9,7,0,1,1,1,1.498,238.6,75.1,3.18,36,788.7,28,5A-5-SM.2,sub_main,2011.0,2374.0,364.0,1,160.0,0,1
5A-5-48,5A-5,lateral,3,3,72.7,23.4,1,0,1,1,1,0.0,72.7,0.0,,1,105.2,4,5A-5-47,lateral,2101.0,2375.0,275.0,1,160.0,0,2
5A-5-49,5A-5,lateral,1,1,32.5,32.5,0,0,1,1,1,0.0,,,,0,32.5,1,5A-5-48,lateral,2099.0,2099.0,1.0,1,160.0,1,3
5A-5-50,5A-5,lateral,4,4,92.7,23.1,7,0,1,1,1,0.003,92.7,0.6,,7,92.7,4,5A-5-47,lateral,2093.0,2376.0,284.0,1,160.0,0,2
5A-5-51,5A-5,lateral,5,5,148.9,31.9,11,0,1,1,1,0.004,148.9,0.5,,11,148.9,5,5A-5-47,lateral,2106.0,2110.0,5.0,1,160.0,1,2
5A-5-52,5A-5,lateral,2,2,74.2,37.1,10,0,1,1,1,0.0,74.2,0.0,,10,74.2,2,5A-5-47,lateral,2091.0,2092.0,2.0,1,160.0,1,2
5A-5-57,5A-5,lateral,11,11,353.4,31.7,26,0,1,1,1,1.485,218.9,121.7,1.8,29,388.2,13,5A-5-60,lateral,1689.0,2370.0,682.0,1,160.0,0,2
5A-5-58,5A-5,lateral,1,1,19.8,19.8,2,0,1,1,1,0.0,,,,2,19.8,1,5A-5-57,lateral,1688.0,1688.0,1.0,1,160.0,1,3
5A-5-59,5A-5,lateral,1,1,15.0,15.0,1,0,1,1,1,0.0,,,,1,15.0,1,5A-5-57,lateral,1698.0,1698.0,1.0,1,160.0,1,3
5A-5-6,5A-5,lateral,8,8,213.6,27.7,0,0,1,1,1,0.542,155.1,69.9,2.22,0,213.6,8,5A-5-SM.1,sub_main,1535.0,1542.0,8.0,1,160.0,1,1
5A-5-60,5A-5,lateral,13,13,453.9,35.2,27,0,1,1,1,2.214,242.6,114.5,2.12,57,879.0,27,5A-5-SM.1,sub_main,1599.0,2368.0,770.0,1,160.0,0,1
5A-5-61,5A-5,lateral,1,1,36.9,36.9,1,0,1,1,1,0.0,,,,1,36.9,1,5A-5-60,lateral,1706.0,1706.0,1.0,1,160.0,1,2
5A-5-62,5A-5,lateral,1,1,36.7,36.7,3,0,1,1,1,0.0,,,,3,36.7,1,5A-5-63,lateral,1680.0,1680.0,1.0,1,160.0,1,2
5A-5-63,5A-5,lateral,9,9,283.1,33.2,12,0,1,1,1,0.815,194.1,63.4,3.06,15,319.8,10,5A-5-SM.1,sub_main,1371.0,1686.0,316.0,1,160.0,0,1
5A-5-64,5A-5,lateral,1,1,20.2,20.2,1,0,1,1,1,0.0,,,,1,20.2,1,5A-5-65,lateral,1675.0,1675.0,1.0,1,160.0,1,2
5A-5-65,5A-5,lateral,15,15,419.1,30.8,10,0,1,1,1,1.854,276.4,94.8,2.92,39,864.8,32,5A-5-SM.1,sub_main,1646.0,2392.0,747.0,1,160.0,0,1
5A-5-66,5A-5,lateral,4,4,103.1,26.3,1,0,1,1,1,0.0,103.1,0.0,,1,103.1,4,5A-5-65,lateral,1665.0,1668.0,4.0,1,160.0,1,2
5A-5-68,5A-5,lateral,6,6,179.0,30.7,17,0,1,1,1,0.373,93.2,65.1,1.43,17,179.0,6,5A-5-65,lateral,1654.0,1659.0,6.0,1,160.0,1,2
5A-5-69,5A-5,lateral,1,1,18.6,18.6,4,0,1,1,1,0.0,,,,4,18.6,1,5A-5-65,lateral,1653.0,1653.0,1.0,1,160.0,1,2
5A-5-7,5A-5,lateral,16,16,434.7,27.4,44,0,1,1,1,2.319,315.8,116.3,2.72,68,654.1,23,5A-5-SM.1,sub_main,1462.0,1501.0,40.0,1,160.0,0,1
5A-5-70,5A-5,lateral,1,1,19.3,19.3,1,0,1,1,1,0.0,,,,1,19.3,1,5A-5-72,lateral,1662.0,1662.0,1.0,1,160.0,1,3
5A-5-71,5A-5,lateral,1,1,20.3,20.3,3,0,1,1,1,0.0,,,,3,20.3,1,5A-5-65,lateral,1645.0,1645.0,1.0,1,160.0,1,2
5A-5-72,5A-5,lateral,3,3,85.1,30.5,2,0,1,1,1,0.066,67.2,19.8,3.4,3,104.4,4,5A-5-65,lateral,1661.0,1664.0,4.0,1,160.0,0,2
5A-5-73,5A-5,lateral,9,9,306.8,34.9,10,0,1,1,1,1.162,217.6,99.9,2.18,10,407.2,12,5A-5-76,lateral,1633.0,1641.0,9.0,1,160.0,1,2
5A-5-74,5A-5,lateral,3,3,100.4,36.1,0,0,1,1,1,0.001,100.4,0.2,,0,100.4,3,5A-5-73,lateral,1642.0,1644.0,3.0,1,160.0,1,3
5A-5-75,5A-5,lateral,1,1,21.2,21.2,1,0,1,1,1,0.0,,,,1,21.2,1,5A-5-76,lateral,1621.0,1621.0,1.0,1,160.0,1,2
5A-5-76,5A-5,lateral,8,8,270.9,34.2,8,0,1,1,1,0.631,205.2,44.5,4.61,20,720.8,22,5A-5-SM.1,sub_main,1622.0,1630.0,9.0,1,160.0,0,1
5A-5-77,5A-5,lateral,1,1,21.5,21.5,1,0,1,1,1,0.0,,,,1,21.5,1,5A-5-76,lateral,1628.0,1628.0,1.0,1,160.0,1,2
5A-5-78,5A-5,lateral,1,1,33.7,33.7,0,0,1,1,1,0.0,,,,0,33.7,1,5A-5-79,lateral,1612.0,1612.0,1.0,1,160.0,1,2
5A-5-79,5A-5,lateral,17,17,502.6,29.7,9,0,1,1,1,2.56,282.0,121.9,2.31,40,1081.4,36,5A-5-SM.1,sub_main,1583.0,1611.0,29.0,1,160.0,0,1
5A-5-8,5A-5,lateral,4,4,131.0,33.8,12,0,1,1,1,0.209,84.9,35.3,2.41,12,131.0,4,5A-5-7,lateral,1466.0,1469.0,4.0,1,160.0,1,2
5A-5-80,5A-5,lateral,1,1,31.8,31.8,1,0,1,1,1,0.0,,,,1,31.8,1,5A-5-79,lateral,1606.0,1606.0,1.0,1,160.0,1,2
5A-5-81,5A-5,lateral,1,1,33.0,33.0,1,0,1,1,1,0.0,,,,1,33.0,1,5A-5-79,lateral,1599.0,1599.0,1.0,1,160.0,1,2
5A-5-82,5A-5,lateral,1,1,25.5,25.5,2,0,1,1,1,0.0,,,,2,25.5,1,5A-5-83,lateral,1591.0,1591.0,1.0,1,160.0,1,3
5A-5-83,5A-5,lateral,7,7,240.3,35.6,17,0,1,1,1,0.28,214.2,26.2,8.19,19,265.8,8,5A-5-79,lateral,1585.0,1592.0,8.0,1,160.0,0,2
5A-5-84,5A-5,lateral,1,1,30.4,30.4,3,0,1,1,1,0.0,,,,3,30.4,1,5A-5-79,lateral,1602.0,1602.0,1.0,1,160.0,1,2
5A-5-85,5A-5,lateral,1,1,27.4,27.4,1,0,1,1,1,0.0,,,,1,27.4,1,5A-5-87,lateral,1618.0,1618.0,1.0,1,160.0,1,3
5A-5-86,5A-5,lateral,1,1,27.1,27.1,3,0,1,1,1,0.0,,,,3,27.1,1,5A-5-87,lateral,1615.0,1615.0,1.0,1,160.0,1,3
5A-5-87,5A-5,lateral,5,5,129.5,28.3,3,0,1,1,1,0.155,103.2,27.7,3.73,7,184.1,7,5A-5-79,lateral,1613.0,1620.0,8.0,1,160.0,0,2
5A-5-89,5A-5,lateral,1,1,24.4,24.4,2,0,1,1,1,0.0,,,,2,24.4,1,5A-5-90,lateral,1578.0,1578.0,1.0,1,160.0,1,2
5A-5-9,5A-5,lateral,3,3,88.5,28.8,12,0,1,1,1,0.009,88.3,2.0,43.38,12,88.5,3,5A-5-7,lateral,2364.0,2366.0,3.0,1,160.0,1,2
5A-5-90,5A-5,lateral,9,9,276.3,28.7,2,0,1,1,1,0.702,201.7,52.0,3.88,6,334.0,11,5A-5-SM.1,sub_main,1241.0,1581.0,341.0,1,160.0,0,1
5A-5-91,5A-5,lateral,1,1,33.4,33.4,2,0,1,1,1,0.0,,,,2,33.4,1,5A-5-90,lateral,1240.0,1240.0,1.0,1,160.0,1,2
5A-5-92,5A-5,lateral,1,1,12.9,12.9,3,0,1,1,1,0.0,,,,3,12.9,1,5A-5-96,lateral,1250.0,1250.0,1.0,1,160.0,1,2
5A-5-93,5A-5,lateral,1,1,25.1,25.1,0,0,1,1,1,0.0,,,,0,25.1,1,5A-5-96,lateral,1245.0,1245.0,1.0,1,160.0,1,2
5A-5-94,5A-5,lateral,1,1,16.9,16.9,0,0,1,1,1,0.0,,,,0,16.9,1,5A-5-96,lateral,1254.0,1254.0,1.0,1,160.0,1,2
5A-5-95,5A-5,lateral,2,2,60.1,30.0,4,0,1,1,1,0.0,60.1,0.0,,4,60.1,2,5A-5-96,lateral,1260.0,1261.0,2.0,1,160.0,1,2
5A-5-96,5A-5,lateral,13,13,385.1,31.0,15,0,1,1,1,1.054,230.4,65.4,3.52,22,500.0,18,5A-5-TM,trunk_main,1246.0,2377.0,1132.0,1,160.0,0,1
5A-5-97,5A-5,lateral,1,1,19.0,19.0,1,0,1,1,1,0.0,,,,1,19.0,1,5A-5-98,lateral,1567.0,1567.0,1.0,1,160.0,1,2
5A-5-98,5A-5,lateral,11,11,304.8,25.8,15,0,1,1,1,0.813,241.6,53.9,4.49,16,323.8,12,5A-5-TM,trunk_main,1564.0,1582.0,19.0,1,160.0,0,1
5A-5-99,5A-5,lateral,28,28,889.1,31.4,37,0,1,1,1,7.602,671.6,207.8,3.23,73,1449.2,46,5A-5-SM.2,sub_main,1961.0,1990.0,30.0,1,160.0,0,1
