LABEL,DIA_MM,SLOPE_PMIL,OUR_Q_LS,OUR_V_MS,OUR_DOD,SG_Q_LS,SG_V_MS,SG_DOD,DQ_PCT,DV_PCT
P-0494,200,5.0,0.17,0.209,0.067,,,,,
P-0495,200,5.0,0.25,0.239,0.08,,,,,
P-0496,200,5.0,1.0,0.37,0.153,,,,,
P-0497,200,42.57,0.21,0.467,0.045,,,,,
P-0498,200,5.0,0.38,0.272,0.097,,,,,
P-0499,200,14.804,0.08,0.24,0.038,,,,,
P-0500,200,5.0,0.13,0.19,0.059,,,,,
P-0501,200,5.0,0.04,0.131,0.036,,,,,
P-0502,200,5.0,0.83,0.35,0.141,,,,,
P-0503,200,46.253,0.04,0.278,0.022,,,,,
P-0504,200,66.562,0.04,0.313,0.02,,,,,
P-0505,200,5.0,1.75,0.439,0.201,,,,,
P-0506,200,13.34,0.58,0.44,0.094,,,,,
P-0507,200,5.0,6.42,0.64,0.39,,,,,
P-0508,200,5.0,6.42,0.64,0.39,,,,,
P-0509,200,5.0,3.13,0.522,0.268,,,,,
P-0510,200,49.893,0.21,0.493,0.044,,,,,
P-0511,200,5.0,1.63,0.429,0.194,,,,,
P-0512,200,40.482,0.0,0.054,0.004,,,,,
P-0513,200,22.462,0.04,0.218,0.026,,,,,
P-0514,200,15.622,0.04,0.193,0.028,,,,,
P-0515,200,5.0,1.54,0.423,0.189,,,,,
P-0516,200,5.0,0.79,0.344,0.137,,,,,
P-0517,200,5.0,2.75,0.502,0.251,,,,,
P-0518,200,5.0,0.71,0.332,0.13,,,,,
P-0519,200,8.091,1.5,0.496,0.166,,,,,
P-0520,200,7.708,0.75,0.394,0.121,,,,,
P-0521,200,16.5,0.75,0.513,0.101,,,,,
P-0522,200,17.42,0.75,0.523,0.1,,,,,
P-0523,200,8.503,0.75,0.408,0.118,,,,,
P-0524,200,14.765,1.21,0.573,0.13,,,,,
P-0525,200,6.026,1.25,0.424,0.163,,,,,
P-0526,200,14.726,1.3,0.585,0.134,,,,,
P-0527,400,2.05,39.23,0.719,0.448,,,,,
P-0528,400,2.05,39.23,0.719,0.448,,,,,
P-0529,200,5.0,1.04,0.375,0.157,,,,,
P-0530,400,2.05,38.33,0.714,0.442,,,,,
P-0531,400,2.05,38.33,0.714,0.442,,,,,
P-0532,200,5.0,2.13,0.465,0.221,,,,,
P-0533,315,2.7,36.94,0.781,0.648,,,,,
P-0534,315,2.7,36.94,0.781,0.648,,,,,
P-0535,200,5.0,0.21,0.225,0.074,,,,,
P-0536,200,5.0,0.67,0.326,0.127,,,,,
P-0537,200,5.0,1.88,0.448,0.208,,,,,
P-0538,200,5.0,0.75,0.338,0.134,,,,,
P-0539,200,5.0,0.13,0.19,0.059,,,,,
P-0540,200,37.303,0.08,0.328,0.031,,,,,
P-0541,200,5.0,0.21,0.225,0.074,,,,,
P-0542,200,5.0,0.38,0.272,0.097,,,,,
P-0543,200,21.575,0.13,0.313,0.042,,,,,
P-0544,200,5.0,1.42,0.412,0.181,,,,,
P-0545,200,5.0,1.38,0.408,0.179,,,,,
P-0546,200,5.0,1.38,0.408,0.179,,,,,
P-0547,200,5.0,0.13,0.19,0.059,,,,,
P-0548,200,5.0,0.25,0.239,0.08,,,,,
P-0549,200,5.0,0.08,0.166,0.049,,,,,
P-0550,200,27.176,0.54,0.548,0.077,,,,,
P-0551,200,18.652,0.67,0.515,0.093,,,,,
P-0552,200,7.998,0.38,0.32,0.087,,,,,
P-0553,200,5.0,0.54,0.305,0.115,,,,,
P-0554,200,19.502,0.08,0.264,0.036,,,,,
P-0555,200,15.57,0.13,0.28,0.045,,,,,
P-0556,200,5.0,1.58,0.426,0.191,,,,,
P-0557,200,20.012,0.21,0.361,0.054,,,,,
P-0558,200,14.218,0.04,0.187,0.028,,,,,
P-0559,200,5.707,0.5,0.312,0.107,,,,,
P-0560,200,5.0,1.04,0.375,0.156,,,,,
P-0561,200,5.0,1.13,0.384,0.162,,,,,
P-0562,200,5.0,0.96,0.365,0.15,,,,,
P-0563,200,5.0,0.71,0.333,0.13,,,,,
P-0564,200,5.0,0.84,0.35,0.141,,,,,
P-0565,200,5.0,0.88,0.355,0.144,,,,,
P-0566,200,5.0,0.04,0.132,0.036,,,,,
P-0567,200,9.103,0.13,0.233,0.051,,,,,
P-0568,200,5.0,0.59,0.313,0.119,,,,,
P-0569,200,5.0,0.29,0.251,0.086,,,,,
P-0570,200,5.0,0.21,0.225,0.074,,,,,
P-0571,200,5.0,0.21,0.225,0.074,,,,,
P-0572,200,5.0,0.87,0.355,0.144,,,,,
P-0573,200,5.0,0.17,0.209,0.067,,,,,
P-0574,200,5.0,0.08,0.166,0.049,,,,,
P-0575,200,5.0,0.25,0.239,0.08,,,,,
P-0576,200,5.0,0.67,0.326,0.126,,,,,
P-0577,200,5.0,0.21,0.225,0.074,,,,,
P-0578,200,5.0,0.08,0.166,0.049,,,,,
P-0579,200,5.0,0.29,0.251,0.086,,,,,
P-0580,200,5.0,0.08,0.166,0.049,,,,,
P-0581,200,5.0,0.46,0.29,0.106,,,,,
P-0582,200,5.0,0.62,0.319,0.123,,,,,
P-0583,200,5.0,0.79,0.344,0.137,,,,,
P-0584,200,5.0,0.13,0.19,0.059,,,,,
P-0585,200,5.0,0.0,0.027,0.007,,,,,
P-0586,200,5.0,0.08,0.166,0.049,,,,,
P-0587,200,5.0,0.25,0.239,0.081,,,,,
P-0588,200,5.0,0.29,0.251,0.086,,,,,
P-0589,200,5.0,0.17,0.209,0.067,,,,,
P-0590,200,5.0,0.75,0.338,0.134,,,,,
P-0591,200,5.0,0.75,0.338,0.134,,,,,
P-0592,200,5.0,0.54,0.305,0.115,,,,,
P-0593,200,5.0,0.04,0.131,0.036,,,,,
P-0594,200,5.0,3.13,0.522,0.268,,,,,
P-0595,200,22.177,0.13,0.316,0.042,,,,,
P-0596,200,28.372,0.25,0.432,0.054,,,,,
P-0597,200,66.208,0.38,0.659,0.053,,,,,
P-0598,200,10.938,0.46,0.38,0.088,,,,,
P-0599,200,5.0,0.5,0.298,0.111,,,,,
P-0600,200,11.044,0.54,0.402,0.095,,,,,
P-0601,200,5.0,0.54,0.306,0.115,,,,,
P-0602,200,5.0,0.34,0.262,0.092,,,,,
P-0603,200,5.0,3.52,0.54,0.284,,,,,
P-0604,200,27.104,0.04,0.233,0.025,,,,,
P-0605,200,5.0,0.08,0.166,0.049,,,,,
P-0606,200,60.298,0.04,0.302,0.02,,,,,
P-0607,200,5.0,0.21,0.225,0.074,,,,,
P-0608,200,37.976,0.08,0.33,0.031,,,,,
P-0609,200,8.969,0.12,0.232,0.051,,,,,
P-0610,200,5.0,0.08,0.166,0.049,,,,,
P-0611,200,5.0,1.71,0.436,0.199,,,,,
P-0612,200,5.0,1.71,0.436,0.199,,,,,
P-0613,200,5.0,3.18,0.524,0.27,,,,,
P-0614,200,7.005,3.18,0.591,0.248,,,,,
P-0615,250,3.75,20.95,0.772,0.598,,,,,
P-0616,250,3.75,20.95,0.772,0.598,,,,,
P-0617,250,3.75,20.95,0.772,0.598,,,,,
P-0618,250,3.75,20.99,0.772,0.599,,,,,
P-0619,250,3.75,20.99,0.772,0.599,,,,,
P-0620,200,5.288,0.0,0.009,0.003,,,,,
P-0621,200,5.0,0.17,0.209,0.067,,,,,
P-0622,200,5.0,3.18,0.524,0.27,,,,,
P-0623,200,5.0,3.31,0.53,0.276,,,,,
P-0624,200,27.234,0.63,0.575,0.082,,,,,
P-0625,200,5.0,0.59,0.315,0.12,,,,,
P-0626,200,26.292,0.33,0.463,0.062,,,,,
P-0627,200,5.0,0.0,0.026,0.006,,,,,
P-0628,200,5.0,0.08,0.166,0.049,,,,,
P-0629,200,15.785,0.13,0.282,0.045,,,,,
P-0630,200,5.0,0.29,0.251,0.086,,,,,
P-0631,200,67.008,0.04,0.312,0.02,,,,,
P-0632,200,5.0,0.13,0.19,0.059,,,,,
P-0633,200,5.0,1.42,0.412,0.181,,,,,
P-0634,200,10.122,0.54,0.391,0.097,,,,,
P-0635,200,5.0,0.37,0.272,0.097,,,,,
P-0636,200,5.0,0.33,0.262,0.092,,,,,
P-0637,200,5.0,2.33,0.478,0.231,,,,,
P-0638,200,5.0,0.12,0.19,0.059,,,,,
P-0639,200,5.0,0.21,0.225,0.074,,,,,
P-0640,200,5.0,0.38,0.272,0.097,,,,,
P-0641,200,5.0,0.96,0.365,0.15,,,,,
P-0642,200,5.0,2.08,0.463,0.219,,,,,
P-0643,200,5.0,1.33,0.404,0.176,,,,,
P-0644,200,5.0,0.12,0.19,0.059,,,,,
P-0645,200,5.0,3.18,0.524,0.27,,,,,
P-0646,200,5.0,3.01,0.516,0.263,,,,,
P-0647,200,5.0,0.0,0.028,0.007,,,,,
P-0648,200,5.0,0.08,0.167,0.049,,,,,
P-0649,200,5.0,0.17,0.209,0.067,,,,,
P-0650,200,5.0,0.37,0.272,0.097,,,,,
P-0651,200,14.387,0.08,0.238,0.038,,,,,
P-0652,200,11.83,0.21,0.302,0.061,,,,,
P-0653,200,5.0,0.08,0.166,0.049,,,,,
P-0654,200,6.962,0.17,0.234,0.062,,,,,
P-0655,200,13.342,0.33,0.367,0.073,,,,,
P-0656,200,5.0,0.08,0.166,0.049,,,,,
P-0657,200,10.113,0.38,0.347,0.082,,,,,
P-0658,200,5.0,0.13,0.19,0.059,,,,,
P-0659,200,5.0,0.08,0.166,0.049,,,,,
P-0660,200,5.0,0.08,0.166,0.049,,,,,
P-0661,250,3.75,17.45,0.74,0.533,,,,,
P-0662,250,3.75,18.63,0.752,0.555,,,,,
P-0663,250,3.75,18.63,0.752,0.555,,,,,
P-0664,250,3.75,18.63,0.752,0.555,,,,,
P-0665,200,5.0,1.0,0.37,0.153,,,,,
P-0666,200,9.423,0.17,0.26,0.058,,,,,
P-0667,200,5.0,0.12,0.19,0.059,,,,,
P-0668,200,5.0,0.71,0.333,0.13,,,,,
P-0669,200,5.0,0.67,0.326,0.127,,,,,
P-0670,200,8.919,0.67,0.399,0.11,,,,,
P-0671,200,8.795,0.63,0.389,0.107,,,,,
P-0672,200,7.82,0.58,0.365,0.107,,,,,
P-0673,200,5.0,0.79,0.344,0.137,,,,,
P-0674,200,5.0,0.37,0.272,0.097,,,,,
P-0675,200,14.274,0.29,0.36,0.067,,,,,
P-0676,200,5.0,0.17,0.209,0.067,,,,,
P-0677,200,5.0,1.63,0.43,0.194,,,,,
P-0678,200,5.0,0.25,0.239,0.08,,,,,
P-0679,200,5.0,0.0,0.02,0.005,,,,,
P-0680,200,19.23,0.0,0.019,0.003,,,,,
P-0681,200,5.0,0.67,0.326,0.127,,,,,
P-0682,200,6.36,0.71,0.362,0.123,,,,,
P-0683,200,5.0,0.75,0.338,0.134,,,,,
P-0684,200,5.0,0.08,0.166,0.049,,,,,
P-0685,200,6.329,0.12,0.206,0.055,,,,,
P-0686,200,5.0,0.0,0.022,0.005,,,,,
P-0687,200,5.0,1.08,0.379,0.159,,,,,
P-0688,200,5.0,0.04,0.131,0.036,,,,,
P-0689,200,5.0,0.04,0.131,0.036,,,,,
P-0690,200,5.0,0.42,0.281,0.102,,,,,
P-0691,200,5.0,0.58,0.313,0.119,,,,,
P-0692,200,5.0,0.17,0.209,0.067,,,,,
P-0693,200,5.0,0.08,0.166,0.049,,,,,
P-0694,200,5.0,0.46,0.29,0.106,,,,,
P-0695,200,5.0,0.04,0.131,0.036,,,,,
P-0696,200,5.0,0.29,0.251,0.086,,,,,
P-0697,200,5.0,0.37,0.272,0.097,,,,,
P-0698,200,5.0,0.04,0.131,0.036,,,,,
P-0699,200,74.705,0.0,0.07,0.004,,,,,
P-0700,200,146.761,0.0,0.113,0.004,,,,,
P-0701,200,81.128,0.04,0.339,0.02,,,,,
P-0702,200,23.372,0.04,0.226,0.026,,,,,
P-0703,200,11.593,0.05,0.18,0.031,,,,,
P-0704,200,26.354,0.54,0.543,0.078,,,,,
P-0705,200,7.675,0.63,0.371,0.111,,,,,
P-0706,200,5.0,0.71,0.333,0.13,,,,,
P-0707,200,42.039,0.04,0.269,0.022,,,,,
P-0708,200,18.576,0.17,0.328,0.049,,,,,
P-0709,200,5.0,0.33,0.262,0.092,,,,,
P-0710,200,15.46,0.04,0.193,0.028,,,,,
P-0711,200,15.5,0.29,0.37,0.066,,,,,
P-0712,200,5.0,0.33,0.262,0.092,,,,,
P-0713,200,23.201,0.04,0.221,0.026,,,,,
P-0714,200,5.0,0.08,0.167,0.049,,,,,
P-0715,200,76.624,0.04,0.328,0.02,,,,,
P-0716,200,52.009,0.25,0.531,0.047,,,,,
P-0717,200,43.164,0.25,0.499,0.049,,,,,
P-0718,200,11.6,0.25,0.319,0.066,,,,,
P-0719,200,10.792,0.25,0.312,0.067,,,,,
P-0720,200,15.424,0.34,0.387,0.071,,,,,
P-0721,200,5.0,1.04,0.375,0.157,,,,,
P-0722,200,11.979,1.04,0.509,0.127,,,,,
P-0723,200,15.652,0.71,0.494,0.099,,,,,
P-0724,200,16.09,0.21,0.336,0.056,,,,,
P-0725,200,17.697,0.46,0.448,0.079,,,,,
P-0726,200,5.0,0.67,0.326,0.126,,,,,
P-0727,200,18.972,0.33,0.414,0.067,,,,,
P-0728,200,9.342,0.54,0.379,0.099,,,,,
P-0729,200,12.43,0.92,0.495,0.118,,,,,
P-0730,200,6.355,0.17,0.227,0.063,,,,,
P-0731,200,5.0,4.35,0.574,0.317,,,,,
P-0732,200,5.0,4.39,0.575,0.319,,,,,
P-0733,315,2.7,30.94,0.752,0.576,,,,,
P-0734,315,2.7,31.02,0.752,0.577,,,,,
P-0735,200,5.0,5.18,0.603,0.347,,,,,
P-0736,200,5.0,0.12,0.19,0.059,,,,,
P-0737,200,5.0,0.25,0.238,0.08,,,,,
P-0738,200,5.0,0.91,0.36,0.147,,,,,
P-0739,200,8.364,1.54,0.506,0.166,,,,,
P-0740,315,2.7,27.17,0.73,0.531,,,,,
P-0741,315,2.7,27.26,0.73,0.532,,,,,
P-0742,200,5.0,8.31,0.685,0.449,,,,,
P-0743,200,10.388,0.13,0.244,0.05,,,,,
P-0744,200,5.0,0.42,0.281,0.102,,,,,
P-0745,250,3.75,20.7,0.77,0.593,,,,,
P-0746,200,5.0,0.25,0.238,0.08,,,,,
P-0747,200,5.0,0.63,0.32,0.123,,,,,
P-0748,200,5.0,0.04,0.132,0.036,,,,,
P-0749,200,5.0,0.17,0.209,0.067,,,,,
P-0750,200,5.0,0.04,0.132,0.036,,,,,
P-0751,200,5.0,0.21,0.225,0.074,,,,,
P-0752,200,5.0,0.04,0.132,0.036,,,,,
P-0753,200,5.0,10.79,0.732,0.523,,,,,
P-0754,200,5.0,10.88,0.734,0.526,,,,,
P-0755,200,5.0,2.04,0.46,0.217,,,,,
P-0756,200,5.0,0.33,0.262,0.092,,,,,
P-0757,200,11.659,0.0,0.027,0.004,,,,,
P-0758,200,5.0,0.29,0.251,0.086,,,,,
P-0759,200,5.0,1.0,0.37,0.153,,,,,
P-0760,200,5.0,8.5,0.69,0.455,,,,,
P-0761,200,5.0,0.75,0.338,0.134,,,,,
P-0762,200,5.0,0.79,0.344,0.137,,,,,
P-0763,200,5.0,0.04,0.132,0.036,,,,,
P-0764,200,5.0,0.97,0.366,0.151,,,,,
P-0765,200,7.084,0.55,0.345,0.106,,,,,
P-0766,200,5.38,0.0,0.009,0.003,,,,,
P-0767,200,5.756,5.1,0.631,0.332,,,,,
P-0768,200,5.01,5.35,0.609,0.353,,,,,
P-0769,200,5.0,6.47,0.641,0.391,,,,,
P-0770,200,5.0,6.47,0.641,0.391,,,,,
P-0771,200,5.0,6.47,0.641,0.391,,,,,
P-0772,200,5.0,6.71,0.647,0.399,,,,,
P-0773,200,5.0,7.87,0.676,0.436,,,,,
P-0774,200,5.0,12.42,0.757,0.57,,,,,
P-0775,200,6.675,12.89,0.854,0.534,,,,,
P-0776,200,5.0,12.96,0.765,0.586,,,,,
P-0777,250,3.75,15.62,0.721,0.499,,,,,
P-0778,250,3.75,15.65,0.721,0.499,,,,,
P-0779,250,3.75,15.66,0.721,0.499,,,,,
P-0780,200,8.031,15.81,0.962,0.571,,,,,
P-0781,200,9.842,15.96,1.043,0.539,,,,,
P-0782,250,5.082,17.0,0.825,0.479,,,,,
P-0783,200,12.475,17.0,1.159,0.521,,,,,
P-0784,250,3.75,17.12,0.737,0.527,,,,,
P-0785,200,5.0,1.33,0.404,0.176,,,,,
P-0786,200,6.263,0.17,0.226,0.063,,,,,
P-0787,200,5.0,1.17,0.388,0.165,,,,,
P-0788,200,5.0,0.25,0.239,0.08,,,,,
P-0789,200,5.0,0.08,0.166,0.049,,,,,
P-0790,200,5.0,10.62,0.73,0.518,,,,,
P-0791,200,5.0,0.29,0.251,0.086,,,,,
P-0792,200,5.0,10.53,0.728,0.515,,,,,
P-0793,200,5.0,0.33,0.262,0.092,,,,,
P-0794,200,5.0,3.05,0.518,0.264,,,,,
P-0795,200,5.0,3.21,0.526,0.272,,,,,
P-0796,200,5.0,1.84,0.445,0.206,,,,,
P-0797,200,5.0,1.13,0.384,0.162,,,,,
P-0798,200,5.0,1.42,0.412,0.181,,,,,
P-0799,200,5.0,0.33,0.262,0.092,,,,,
P-0800,200,5.0,0.21,0.225,0.074,,,,,
P-0801,200,5.0,0.17,0.209,0.067,,,,,
P-0802,200,5.0,0.38,0.272,0.097,,,,,
P-0803,200,5.0,0.5,0.298,0.111,,,,,
P-0804,200,5.0,0.04,0.131,0.036,,,,,
P-0805,200,5.0,0.08,0.166,0.049,,,,,
P-0806,200,5.0,0.17,0.209,0.067,,,,,
P-0807,200,5.0,0.08,0.166,0.049,,,,,
P-0808,200,5.0,0.13,0.191,0.059,,,,,
P-0809,200,5.0,0.21,0.225,0.074,,,,,
P-0810,200,5.0,0.17,0.209,0.067,,,,,
P-0811,200,5.0,0.04,0.132,0.036,,,,,
P-0812,200,5.0,0.08,0.166,0.049,,,,,
P-0813,200,5.0,3.5,0.539,0.284,,,,,
P-0814,200,5.0,3.67,0.546,0.29,,,,,
P-0815,200,5.0,3.92,0.557,0.3,,,,,
P-0816,200,11.573,1.21,0.526,0.137,,,,,
P-0817,200,5.0,1.33,0.404,0.176,,,,,
P-0818,200,6.256,1.54,0.457,0.179,,,,,
P-0819,200,5.0,1.5,0.419,0.186,,,,,
P-0820,200,5.0,2.54,0.491,0.242,,,,,
P-0821,200,24.54,2.63,0.869,0.166,,,,,
P-0822,200,5.0,3.29,0.529,0.275,,,,,
P-0823,200,5.0,3.42,0.535,0.28,,,,,
P-0824,200,7.927,1.08,0.446,0.143,,,,,
P-0825,200,5.0,1.21,0.392,0.168,,,,,
P-0826,200,7.486,1.29,0.461,0.157,,,,,
P-0827,200,5.0,1.29,0.4,0.173,,,,,
P-0828,200,5.423,0.67,0.336,0.124,,,,,
P-0829,200,5.0,0.04,0.131,0.036,,,,,
P-0830,200,5.0,0.08,0.166,0.049,,,,,
P-0831,200,5.0,0.17,0.209,0.067,,,,,
P-0832,200,5.0,1.38,0.408,0.179,,,,,
P-0833,200,5.0,1.25,0.396,0.171,,,,,
P-0834,200,5.0,0.04,0.131,0.036,,,,,
P-0835,200,5.0,0.04,0.132,0.036,,,,,
P-0836,200,5.0,0.04,0.131,0.036,,,,,
P-0837,200,5.0,0.0,0.021,0.005,,,,,
P-0838,200,5.0,0.0,0.025,0.006,,,,,
P-0839,200,5.0,0.0,0.033,0.008,,,,,
P-0840,200,5.0,0.96,0.365,0.15,,,,,
P-0841,200,5.0,0.92,0.36,0.147,,,,,
P-0842,200,5.0,1.29,0.4,0.173,,,,,
P-0843,200,5.0,0.12,0.19,0.059,,,,,
P-0844,250,3.75,19.29,0.758,0.567,,,,,
P-0845,250,3.75,19.52,0.76,0.571,,,,,
P-0846,200,5.208,5.11,0.609,0.341,,,,,
P-0847,200,5.0,0.75,0.338,0.134,,,,,
P-0848,250,3.75,19.17,0.757,0.565,,,,,
P-0849,200,18.669,0.58,0.494,0.087,,,,,
P-0850,200,5.0,0.92,0.36,0.147,,,,,
P-0851,250,3.75,15.27,0.717,0.492,,,,,
P-0852,200,5.0,1.09,0.379,0.159,,,,,
P-0853,200,5.0,1.25,0.396,0.171,,,,,
P-0854,200,5.0,0.33,0.262,0.092,,,,,
P-0855,200,22.798,0.12,0.318,0.041,,,,,
P-0856,200,5.0,0.38,0.272,0.097,,,,,
P-0857,200,9.313,0.46,0.359,0.092,,,,,
P-0858,200,5.0,0.54,0.305,0.115,,,,,
P-0859,200,5.0,0.71,0.332,0.13,,,,,
P-0860,200,7.728,0.25,0.277,0.072,,,,,
P-0861,200,5.0,0.08,0.166,0.049,,,,,
P-0862,200,7.995,0.17,0.246,0.06,,,,,
P-0863,200,19.847,0.08,0.265,0.036,,,,,
P-0864,200,5.0,0.17,0.209,0.067,,,,,
P-0865,200,5.0,5.56,0.615,0.361,,,,,
P-0866,200,5.0,0.46,0.29,0.106,,,,,
P-0867,200,13.796,0.0,0.041,0.006,,,,,
P-0868,200,29.585,0.08,0.305,0.033,,,,,
P-0869,200,5.0,0.34,0.262,0.092,,,,,
P-0870,200,5.0,0.46,0.29,0.106,,,,,
P-0871,200,5.0,0.04,0.132,0.036,,,,,
P-0872,200,5.0,0.04,0.132,0.036,,,,,
P-0873,200,6.05,0.04,0.14,0.034,,,,,
P-0874,200,14.039,0.92,0.516,0.115,,,,,
P-0875,200,5.0,0.17,0.209,0.067,,,,,
P-0876,200,5.0,0.04,0.132,0.036,,,,,
P-0877,200,5.0,0.58,0.313,0.119,,,,,
P-0878,200,5.0,0.04,0.131,0.036,,,,,
P-0879,200,5.0,0.25,0.239,0.08,,,,,
P-0880,200,5.0,0.33,0.262,0.092,,,,,
P-0881,200,5.0,0.42,0.281,0.102,,,,,
P-0882,200,16.001,0.5,0.445,0.084,,,,,
P-0883,200,5.0,0.63,0.32,0.123,,,,,
P-0884,200,17.285,0.25,0.365,0.06,,,,,
P-0885,200,28.044,0.08,0.298,0.033,,,,,
P-0886,200,5.0,0.75,0.338,0.134,,,,,
P-0887,200,5.0,0.79,0.344,0.137,,,,,
P-0888,200,5.0,0.42,0.281,0.102,,,,,
P-0889,200,8.885,0.17,0.255,0.058,,,,,
P-0890,200,5.0,0.58,0.313,0.119,,,,,
P-0891,200,5.0,0.13,0.19,0.059,,,,,
P-0892,200,5.0,0.37,0.272,0.097,,,,,
P-0893,200,5.0,0.75,0.338,0.134,,,,,
P-0894,200,5.0,0.25,0.239,0.08,,,,,
P-0895,200,5.0,0.67,0.326,0.127,,,,,
P-0896,200,15.982,0.79,0.515,0.104,,,,,
P-0897,200,5.0,1.54,0.422,0.189,,,,,
P-0898,200,12.216,0.17,0.284,0.054,,,,,
P-0899,200,5.0,0.83,0.35,0.141,,,,,
P-0900,200,5.0,7.42,0.665,0.422,,,,,
P-0901,200,5.0,0.29,0.251,0.086,,,,,
P-0902,200,5.0,0.33,0.262,0.092,,,,,
P-0903,200,5.0,0.33,0.262,0.092,,,,,
P-0904,200,5.0,1.75,0.439,0.201,,,,,
P-0905,200,5.0,1.92,0.451,0.21,,,,,
P-0906,200,5.0,2.05,0.46,0.217,,,,,
P-0907,200,5.0,7.01,0.655,0.409,,,,,
P-0908,200,5.0,0.17,0.209,0.067,,,,,
P-0909,200,5.0,0.25,0.238,0.08,,,,,
P-0910,200,5.0,0.12,0.19,0.059,,,,,
P-0911,200,8.181,0.29,0.297,0.077,,,,,
P-0912,200,5.0,0.21,0.225,0.074,,,,,
P-0913,200,5.0,0.88,0.356,0.145,,,,,
P-0914,200,5.0,0.88,0.356,0.145,,,,,
P-0915,200,5.0,0.08,0.166,0.049,,,,,
P-0916,200,5.0,0.13,0.19,0.059,,,,,
P-0917,200,5.0,0.17,0.21,0.067,,,,,
P-0918,200,5.0,0.46,0.29,0.107,,,,,
P-0919,200,5.0,0.13,0.191,0.059,,,,,
P-0920,200,8.341,0.04,0.157,0.032,,,,,
P-0921,200,6.269,0.08,0.18,0.046,,,,,
P-0922,200,5.0,1.71,0.436,0.199,,,,,
P-0923,200,5.0,1.54,0.423,0.189,,,,,
P-0924,200,5.0,1.63,0.429,0.194,,,,,
P-0925,200,5.0,4.58,0.582,0.326,,,,,
P-0926,200,5.0,4.79,0.59,0.334,,,,,
P-0927,200,17.519,0.04,0.2,0.027,,,,,
P-0928,200,34.938,0.08,0.32,0.031,,,,,
P-0929,200,5.0,4.25,0.57,0.313,,,,,
P-0930,200,5.0,0.21,0.225,0.074,,,,,
P-0931,200,5.0,0.25,0.239,0.08,,,,,
P-0932,200,5.0,0.0,0.012,0.004,,,,,
P-0933,200,5.0,0.75,0.338,0.134,,,,,
P-0934,200,5.0,0.71,0.332,0.13,,,,,
P-0935,200,5.0,0.62,0.319,0.123,,,,,
P-0936,200,5.0,0.13,0.19,0.059,,,,,
P-0937,200,5.0,0.75,0.338,0.134,,,,,
P-0938,200,5.0,0.79,0.344,0.137,,,,,
P-0939,200,5.0,0.21,0.225,0.074,,,,,
P-0940,200,5.0,0.29,0.251,0.086,,,,,
P-0941,200,5.0,0.13,0.19,0.059,,,,,
P-0942,200,5.0,0.04,0.132,0.036,,,,,
P-0943,200,6.398,0.17,0.227,0.063,,,,,
P-0944,200,26.547,0.04,0.231,0.025,,,,,
P-0945,200,8.557,0.21,0.271,0.065,,,,,
P-0946,200,5.0,2.88,0.509,0.257,,,,,
P-0947,200,5.0,3.05,0.518,0.265,,,,,
P-0948,200,5.0,3.13,0.522,0.268,,,,,
P-0949,200,5.0,0.08,0.166,0.049,,,,,
P-0950,200,5.0,2.51,0.489,0.24,,,,,
P-0951,200,5.573,0.63,0.333,0.12,,,,,
P-0952,200,5.0,0.63,0.32,0.123,,,,,
P-0953,200,5.0,3.14,0.522,0.268,,,,,
P-0954,200,5.0,1.0,0.37,0.154,,,,,
P-0955,200,5.0,3.76,0.55,0.294,,,,,
P-0956,200,5.0,2.3,0.477,0.23,,,,,
P-0957,200,5.0,2.35,0.479,0.232,,,,,
P-0958,200,5.0,2.47,0.487,0.238,,,,,
P-0959,200,5.0,2.6,0.494,0.244,,,,,
P-0960,200,5.0,3.26,0.528,0.274,,,,,
P-0961,200,5.0,3.47,0.538,0.282,,,,,
P-0962,200,5.0,2.3,0.477,0.23,,,,,
P-0963,200,16.293,0.71,0.501,0.099,,,,,
P-0964,200,5.0,0.71,0.333,0.13,,,,,
P-0965,200,8.22,0.71,0.396,0.116,,,,,
P-0966,200,5.0,1.17,0.388,0.165,,,,,
P-0967,200,21.917,0.17,0.346,0.047,,,,,
P-0968,200,27.137,1.5,0.757,0.124,,,,,
P-0969,200,12.123,1.5,0.572,0.15,,,,,
P-0970,200,37.746,0.25,0.477,0.05,,,,,
P-0971,200,5.0,0.96,0.365,0.15,,,,,
P-0972,200,27.052,0.96,0.657,0.101,,,,,
P-0973,200,107.716,0.46,0.829,0.052,,,,,
P-0974,200,46.557,0.63,0.69,0.073,,,,,
P-0975,200,5.0,0.79,0.344,0.137,,,,,
P-0976,200,5.0,1.54,0.423,0.189,,,,,
P-0977,200,5.0,1.38,0.408,0.179,,,,,
P-0978,200,5.0,0.0,0.034,0.008,,,,,
P-0979,200,5.0,0.04,0.133,0.037,,,,,
P-0980,200,5.0,1.21,0.392,0.168,,,,,
P-0981,200,5.0,0.04,0.132,0.036,,,,,
P-0982,200,5.0,0.04,0.131,0.036,,,,,
P-0983,200,5.0,0.0,0.016,0.004,,,,,
P-0984,200,5.0,0.25,0.238,0.08,,,,,
P-0985,200,5.0,0.08,0.166,0.049,,,,,
P-0986,200,5.0,0.38,0.273,0.097,,,,,
P-0987,200,5.0,4.78,0.589,0.333,,,,,
P-0988,200,5.0,4.89,0.593,0.337,,,,,
P-0989,200,5.0,0.75,0.338,0.134,,,,,
